"cor.mean","cor.var","R2.loading","R2.intercept"
0.957307060755336,0.657909140667761,0.791162866153934,0.949055885808943
0.956212370005473,0.744389709906951,0.930642880921554,0.953948716195309
0.964969896004379,0.698412698412698,0.803300787796939,0.956065855164244
0.956212370005473,0.707717569786535,-0.176015222643361,0.949271487523313
0.950191570881226,0.893267651888341,0.887348537030811,0.928220762958647
0.958949096880131,0.607006020799124,0.921253141245948,0.960069613077122
0.978106185002737,0.684181718664477,0.913998567061285,0.962605820681108
0.951833607006021,0.656267104542967,0.543356469807333,0.960912475052792
0.953475643130815,0.535851122058019,0.902253116565754,0.958591796867631
0.956212370005473,0.683087027914614,0.905949207840661,0.947558978434226
0.943623426382047,0.658456486042693,0.88012117853628,0.952909175632246
0.973180076628352,0.530925013683634,0.850534987091581,0.963549649308711
0.954022988505747,0.601532567049808,0.100864457499668,0.954640348962201
0.948549534756431,0.724137931034483,0.392846945099153,0.956301713822963
0.966064586754242,0.669950738916256,0.874690255058213,0.95608134870798
0.949644225506294,0.645320197044335,0.767885771772988,0.950515377862216
0.962780514504652,0.672140120415982,0.915818199362371,0.960132957161091
0.953475643130815,0.603174603174603,0.930838473379069,0.956785621295896
0.944170771756978,0.914066776135742,0.905880520971798,0.95057410570948
0.974274767378216,0.650246305418719,0.0657989833488801,0.962422778829583
0.94471811713191,0.803503010399562,0.884103468042813,0.939302221655091
0.959496442255063,0.674329501915709,0.6563570313464,0.956132092749401
0.963875205254516,0.666119321291735,0.38978993977873,0.95435573186068
0.952380952380952,0.635467980295567,0.787433408602673,0.955002047746858
0.946907498631636,0.783251231527094,0.905582090787354,0.950909991973038
0.952380952380952,0.873015873015873,0.871044667931171,0.952787050669644
0.955665024630542,0.618500273672687,0.848686877137811,0.956353911940539
0.967159277504105,0.631636562671045,0.743950434484191,0.963895655559552
0.961685823754789,0.700602079912425,0.558631094481322,0.962275238703563
0.938149972632731,0.714285714285714,0.861455023517424,0.943344173842602
0.939244663382594,0.541871921182266,0.889395519965132,0.946508263101385
0.960043787629994,0.704433497536946,0.895244717893681,0.959581812092017
0.977558839627805,0.632183908045977,-0.0388404834916907,0.95178545787814
0.964969896004379,0.663929939792009,-0.536643291378731,0.957752296286086
0.961138478379858,0.824302134646962,0.87057558610116,0.951191066019209
0.950191570881226,0.696223316912972,0.836923551466834,0.948387290182792
0.957307060755336,0.650246305418719,-0.473172225265453,0.959025464984718
0.960591133004926,0.648604269293924,-0.827938284972473,0.955495657906528
0.957854406130268,0.655172413793103,0.902808165292263,0.948984782150241
0.950191570881226,0.604816639299398,0.841499534018505,0.955278140120728
0.956759715380405,0.634920634920635,0.626941766843578,0.946737987567031
0.959496442255063,0.680350301039956,-0.306055328052285,0.953919285415702
0.955665024630542,0.748221127531472,0.906739557189659,0.955035599085552
0.9688013136289,0.632731253420909,0.900130248766455,0.964246179517254
0.952928297755884,0.529830322933771,-0.178097048131235,0.95958926445493
0.943076081007115,0.600437876299945,0.910762882367896,0.960986874455242
0.944170771756978,0.605911330049261,0.891588577258977,0.949558892186128
0.961138478379858,0.645320197044335,0.874281831607302,0.958329020662242
0.964969896004379,0.629447181171319,0.869664342880301,0.959187157833535
0.943076081007115,0.752599890530925,0.918679951141206,0.946528724069652
0.952380952380952,0.628899835796388,0.895880986070395,0.955796516179468
0.960043787629994,0.668856048166393,0.152481482554004,0.955184083394501
0.948549534756431,0.61576354679803,0.763504623362818,0.944270708361966
0.956212370005473,0.794198139025725,0.922546854156855,0.954218646305858
0.962233169129721,0.704433497536946,0.0927888398926459,0.952218201446392
0.969896004378763,0.596059113300493,0.359104382467626,0.950525286122463
0.955665024630542,0.55719759168035,-0.267872824530312,0.952619579733364
0.9584017515052,0.71647509578544,0.873437126686585,0.950555873194932
0.97591680350301,0.902025177887247,0.93127423827679,0.963562676767447
0.939792008757526,0.48111658456486,0.545374089377313,0.946964216888954
0.9688013136289,0.748221127531472,0.920238007264142,0.954975306352307
0.926108374384236,0.65736179529283,0.916571317539196,0.947519902077028
0.969896004378763,0.582922824302135,0.417370690930044,0.962055464392118
0.938697318007663,0.419813902572523,0.847366216410808,0.944121911629403
0.961685823754789,0.691844553913519,0.717632688437603,0.928962179401545
0.951286261631089,0.582375478927203,0.874172488020811,0.954072642357292
0.967706622879037,0.765736179529283,0.927679457384493,0.95744341011476
0.96551724137931,0.950191570881226,0.875132087253638,0.950120822599434
0.950191570881226,0.570333880678708,0.895356343136806,0.962675422059531
0.944170771756978,0.725779967159278,-0.498580706735602,0.918756562787005
0.964969896004379,0.896551724137931,0.885587521412904,0.948635712177822
0.975369458128079,0.615216201423098,0.814257700464523,0.958482939945047
0.967706622879037,0.938149972632731,0.920345555740085,0.955925493567881
0.93431855500821,0.607553366174056,0.912381787048053,0.946523061138303
0.946360153256705,0.541324575807334,0.395894710147031,0.945388097665266
0.956212370005473,0.823754789272031,0.895717124372154,0.948507372201728
0.946360153256705,0.517241379310345,0.853123264142757,0.936267946036021
0.958949096880131,0.9168035030104,0.879897567719111,0.947200479684554
0.960591133004926,0.564313081554461,-0.0357667521957314,0.957451650581103
0.957307060755336,0.546250684181719,0.394375741814597,0.953693914776286
0.943623426382047,0.63327859879584,0.819791377624301,0.944904970583941
0.950738916256157,0.730706075533662,0.91100158826092,0.95332235025131
0.964422550629447,0.64367816091954,0.840853555414948,0.957680934908093
0.956759715380405,0.876299945265463,0.941298818961611,0.967221759625664
0.956212370005473,0.83743842364532,0.92554959268006,0.959427885016809
0.95511767925561,0.922824302134647,0.910958902880366,0.953238927613381
0.960591133004926,0.721401204159825,0.397314500056824,0.952038307714894
0.950191570881226,0.361247947454844,0.745995554702104,0.946376357477905
0.957307060755336,0.478379857690203,0.902672858317545,0.958012001627621
0.962233169129721,0.526546250684182,0.919304006855033,0.962114537131696
0.949644225506294,0.737821565407772,0.900520427086692,0.94916791455888
0.967706622879037,0.611932129173508,0.918300755616751,0.954176382755693
0.946907498631636,0.797482211275315,0.941227602367951,0.943778237666164
0.953475643130815,0.883962780514505,0.94540056021449,0.949829827047204
0.935413245758073,0.883962780514505,0.820625153488065,0.932076744012216
0.959496442255063,0.651340996168582,0.855824094314642,0.952333088363294
0.963875205254516,0.866995073891626,0.880503504327447,0.954620389372758
0.963327859879584,0.938149972632731,0.906377033944016,0.955838707541418
0.956212370005473,0.586206896551724,0.907664097053034,0.958558478254827
0.960591133004926,0.551176792556103,-0.41177396105339,0.944020159016356
0.962233169129721,0.495347564313082,0.349217554410492,0.960235923194596
0.966611932129173,0.651340996168582,0.51003044030446,0.963363548889457
0.957854406130268,0.747673782156541,0.857228032295838,0.956510541858137
0.949096880131363,0.830870279146141,0.916669560875292,0.952674118749382
0.960043787629994,0.639299397920087,-0.308083783867812,0.922274462110703
0.949644225506294,0.666119321291735,0.927993037097874,0.961159816005711
0.985221674876847,0.737274220032841,0.884795822819348,0.955904158819772
0.959496442255063,0.715380405035577,0.428207997526275,0.949642521094926
0.958949096880131,0.943076081007115,0.846292542098864,0.948870156194206
0.962780514504652,0.67487684729064,-0.282626740429709,0.962499890019471
0.974822112753147,0.911877394636015,0.913148826968172,0.95284613305555
0.964422550629447,0.908045977011494,0.863217747593173,0.938176275694854
0.953475643130815,0.929392446633826,0.889525181069785,0.950670827944818
0.956212370005473,0.650246305418719,0.921735476954745,0.958564501326878
0.954022988505747,0.717022441160372,0.84241596637368,0.964022253116852
0.960043787629994,0.69896004378763,0.419533974161586,0.959854829284197
0.978106185002737,0.66447728516694,0.730292090019808,0.959264094824252
0.956212370005473,0.691297208538588,0.602665421886542,0.952609267956072
0.960591133004926,0.678708264915161,0.922664166422319,0.958722867262352
0.952380952380952,0.726327312534209,0.842931452298756,0.953320723465904
0.957307060755336,0.684181718664477,0.663689952622495,0.955210624779038
0.960591133004926,0.912424740010947,0.87053249690622,0.953743252870806
0.966064586754242,0.639846743295019,0.880531343397896,0.961234958504281
0.978106185002737,0.699507389162562,0.0779128948279899,0.962169850432648
0.966064586754242,0.928845101258894,0.876292376264521,0.95572883179357
0.973180076628352,0.642583470169677,0.72528800220783,0.964678446263346
0.939792008757526,0.466885604816639,-0.0579028082243307,0.939323823040997
0.960043787629994,0.70935960591133,0.838904304810758,0.957190638038665
0.956759715380405,0.51559934318555,0.796291162824764,0.959929476807701
0.944170771756978,0.58128078817734,0.836255485008488,0.944787467856202
0.946907498631636,0.628352490421456,0.38397410078023,0.956954167014332
0.958949096880131,0.69567597153804,0.193191450799961,0.958613959955761
0.952928297755884,0.608648056923919,0.764924455214028,0.952938677995128
0.974274767378216,0.887794198139026,0.93043753562304,0.959748672841763
0.963875205254516,0.807334428024083,0.815934317287739,0.9468108127495
0.962233169129721,0.681992337164751,-0.155353287981494,0.944346203516432
0.961685823754789,0.570333880678708,-0.785135380869202,0.954909422441037
0.969348659003831,0.688013136288998,0.85291103056139,0.961587617998925
0.951833607006021,0.652435686918445,0.872274559956625,0.954662812834701
0.966064586754242,0.671592775041051,-0.658349097351962,0.929174369042987
0.957854406130268,0.837985769020252,0.879872394771404,0.952770935037291
0.935413245758073,0.430213464696223,0.633594964873043,0.947938211251422
0.949644225506294,0.801860974274767,0.911455270059705,0.944321074694179
0.949644225506294,0.509031198686371,-0.569867140197757,0.943092670570496
0.955665024630542,0.660645867542419,0.729210543545546,0.950573185894656
0.962233169129721,0.790366721401204,0.862198513982288,0.953432196979405
0.961138478379858,0.672140120415982,0.904855683635292,0.960284888441913
0.962780514504652,0.620142309797482,0.351677434600695,0.956951574734003
0.967159277504105,0.938149972632731,0.884223095394889,0.955928342106207
0.956759715380405,0.412698412698413,0.450046412162064,0.948784798112918
0.951286261631089,0.633825944170772,-0.439173747008456,0.951458364178366
0.950738916256157,0.667214012041598,0.822186568968898,0.955053198597197
0.947454844006568,0.582375478927203,0.883135628867161,0.954172749418397
0.957854406130268,0.680897646414888,0.909470161650104,0.951436886370768
0.951286261631089,0.656267104542967,0.917183073663066,0.959850478734948
0.957854406130268,0.548440065681445,0.774443492628827,0.951378889033436
0.963327859879584,0.949096880131363,0.932082654956681,0.961530799196774
0.956759715380405,0.607553366174056,-0.0865058394749594,0.954294078698668
0.973727422003284,0.60919540229885,0.39978844149707,0.953654914130557
0.95511767925561,0.739463601532567,0.719152762960934,0.953719508431719
0.956759715380405,0.872468527640941,0.89292672818882,0.947148624255972
0.964969896004379,0.704980842911877,0.878208738499637,0.959818560837139
0.970443349753695,0.607006020799124,0.545722117709435,0.964310096060924
0.962780514504652,0.662287903667214,0.915544098895007,0.958605089878027
0.949096880131363,0.542419266557198,0.398214727292824,0.952790906757378
0.973180076628352,0.748221127531472,0.930895193866116,0.954356587825208
0.971538040503558,0.726327312534209,0.802421008279735,0.953876572647922
0.951286261631089,0.76135741652983,0.901005165343137,0.957759034354191
0.9688013136289,0.829228243021346,0.907374560281511,0.960434620892183
0.944170771756978,0.759715380405036,0.842438006625471,0.945063238265267
0.969896004378763,0.690749863163656,0.917883925657985,0.965445755555105
0.933223864258347,0.580733442802408,0.851621734524322,0.940600198734524
0.955665024630542,0.61576354679803,0.500883506442702,0.956818857482708
0.960591133004926,0.938149972632731,0.932109952983668,0.962638032040872
0.964969896004379,0.614668856048166,0.870566643654541,0.959297905201097
0.972632731253421,0.71975916803503,0.848049143294153,0.955137147260908
0.966611932129173,0.844553913519431,0.873684012468101,0.954147139984559
0.960591133004926,0.448275862068965,0.866962204508131,0.95392408041938
0.951833607006021,0.655719759168035,0.567817324185964,0.959343404451996
0.968253968253968,0.528188286808976,0.376309495775969,0.956355375922754
0.952928297755884,0.84783798576902,0.790381482478384,0.923228955393256
0.960043787629994,0.714833059660646,0.854223354398674,0.956959546968774
0.966064586754242,0.938149972632731,0.878184369843195,0.94662958369328
0.955665024630542,0.746031746031746,0.889809103531457,0.952615516212818
0.948549534756431,0.590038314176245,0.839778239272673,0.961156085939571
0.956759715380405,0.706622879036672,0.823604586360777,0.956414020215603
0.966064586754242,0.665571975916804,0.893557556762194,0.96070936019988
0.954022988505747,0.84783798576902,0.904161702816691,0.952035845131004
0.97591680350301,0.67816091954023,0.906905980811286,0.961588742276504
0.957307060755336,0.761904761904762,0.823106423545632,0.937602786072722
0.964969896004379,0.67487684729064,0.832610981859518,0.959658212639623
0.9584017515052,0.834154351395731,0.899758664609429,0.955501560479559
0.967159277504105,0.686371100164204,0.323962151668664,0.955564864448078
0.949096880131363,0.677613574165298,0.471029029875958,0.956215420433649
0.960591133004926,0.727422003284072,0.852595644216805,0.957428781500015
0.960591133004926,0.65736179529283,0.92237910175573,0.953122209186887
0.977011494252874,0.916256157635468,0.925964930627748,0.956524370428109
0.963327859879584,0.601532567049808,0.846306118033217,0.962059683110704
0.966064586754242,0.9168035030104,0.92210832961865,0.949493846072325
0.955665024630542,0.687465790914067,0.88980943540031,0.95940532625381
0.945812807881773,0.631636562671045,0.67515532165566,0.950724411117468
0.978653530377668,0.637110016420361,0.880224211448875,0.959027534892565
0.952380952380952,0.677066228790367,-0.150434417477337,0.90996096703186
0.951833607006021,0.689107827038861,0.837867535627505,0.94567106597754
0.964422550629447,0.906951286261631,0.915026169059713,0.954602032410374
0.959496442255063,0.720853858784893,0.747083277597599,0.95660377104509
0.953475643130815,0.832512315270936,0.85433639565817,0.943971331383664
0.933223864258347,0.78215654077723,0.90934206142403,0.953186728836223
0.975369458128079,0.720306513409962,0.924809975324369,0.95721412163063
0.951833607006021,0.779419813902572,0.895126289959841,0.945105439148667
0.966064586754242,0.770662287903667,0.926591209476062,0.956803398177728
0.956759715380405,0.527093596059113,0.859287805149509,0.952252474739283
0.967706622879037,0.642583470169677,0.928152463445361,0.964433614316142
0.961138478379858,0.863163656267104,0.918045618420421,0.957428837762516
0.958949096880131,0.672140120415982,0.399684287376251,0.954950765491938
0.956212370005473,0.711001642036125,0.899335660664988,0.951856267778824
0.959496442255063,0.581828133552271,-0.0522760915642524,0.956753437394976
0.962780514504652,0.640941434044882,0.933793356558339,0.957546223740244
0.9480021893815,0.707717569786535,0.768604191268979,0.944116474168618
0.966064586754242,0.657909140667761,0.887586971923203,0.956978262653042
0.952380952380952,0.648604269293924,0.85136015346976,0.953951465571973
0.958949096880131,0.606458675424193,0.897240263905776,0.957475396425758
0.960043787629994,0.634373289545703,0.891580684990569,0.953576561592873
0.961685823754789,0.778325123152709,0.891253153327015,0.951422880136704
0.963327859879584,0.761904761904762,0.859565994817556,0.945072528695552
0.966064586754242,0.842364532019704,0.931647866289473,0.952104763577313
0.963875205254516,0.625068418171866,0.218761224991843,0.958229352168559
0.950191570881226,0.917898193760263,0.910074636413295,0.944500107010017
0.950738916256157,0.671592775041051,0.860605562536476,0.95745103222031
0.969896004378763,0.854953475643131,0.89892767693045,0.957150421057293
0.962233169129721,0.911877394636015,0.915519988872605,0.951578404525472
0.950738916256157,0.941981390257252,0.910270659383459,0.957712625694983
0.960591133004926,0.627805145046524,0.763353284977584,0.955255593953205
0.952928297755884,0.643130815544609,0.91637033505029,0.957831924688192
0.978106185002737,0.686371100164204,0.909065515658534,0.958514346901472
0.974822112753147,0.672687465790914,0.919783807131788,0.965205074131613
0.9584017515052,0.848932676518883,0.890836712604024,0.943625799705328
0.956759715380405,0.835796387520525,0.89846032017861,0.948810204029478
0.950191570881226,0.734537493158183,0.81973284642041,0.939607445745426
0.950738916256157,0.444444444444444,0.74462361174954,0.947382740748424
0.925561029009305,0.822660098522167,0.873423388130004,0.940962740584524
0.940339354132458,0.645867542419266,-0.754699182343302,0.959752221489145
0.95511767925561,0.552271483305966,0.377470720836529,0.945342071905198
0.962233169129721,0.804050355774494,0.944212114019257,0.954462435448485
0.960591133004926,0.638204707170224,0.396812603918625,0.954417434736441
0.947454844006568,0.701149425287356,0.841597291755016,0.948241182323613
0.963875205254516,0.655172413793103,0.689197349442196,0.959139425041907
0.950191570881226,0.792008757525999,0.898472828795428,0.94548968779792
0.964969896004379,0.873563218390805,0.883011352140558,0.952742430801715
0.961685823754789,0.801860974274767,0.853391565197875,0.94840913603869
0.961138478379858,0.592775041050903,0.9175007936983,0.954989148507097
0.96551724137931,0.923371647509578,0.897110371995737,0.955547467061763
0.958949096880131,0.727422003284072,0.899048163709954,0.955118341202288
0.958949096880131,0.679802955665025,0.816119833798188,0.954231667369495
0.952928297755884,0.703338806787083,0.903640960996653,0.95430833926272
0.952380952380952,0.596606458675424,-0.599486092611009,0.954711279244369
0.949644225506294,0.69896004378763,0.91878325878722,0.957651861813658
0.963875205254516,0.575259989053092,0.465000990836338,0.955214945689398
0.957854406130268,0.668308702791461,-0.635304476779413,0.952012759073212
0.967159277504105,0.935413245758073,0.913217399917823,0.956197697597023
0.973180076628352,0.672140120415982,0.932540702349225,0.963414676055129
0.962233169129721,0.647509578544061,0.663692954854226,0.957201185410668
0.971538040503558,0.828133552271483,0.900236364877804,0.962066750739357
0.951833607006021,0.663382594417077,-0.295528232143727,0.96031007675376
0.977011494252874,0.633825944170772,0.880569556992725,0.961785675621114
0.967159277504105,0.691844553913519,0.844604454351915,0.964220832122908
0.962233169129721,0.686371100164204,0.638291142798849,0.955639306620563
0.949644225506294,0.71975916803503,0.775216918333409,0.951773709407289
0.938149972632731,0.684181718664477,0.908595382291899,0.956667147320681
0.959496442255063,0.71264367816092,0.701018380546427,0.957986531323047
0.942528735632184,0.742747673782156,0.894130047132813,0.961661948135487
0.952928297755884,0.820470717022441,0.902715577027244,0.954715431271574
0.950191570881226,0.592227695675972,0.88077199705518,0.958602062271992
0.963327859879584,0.71264367816092,-0.695392755320608,0.957668585625041
0.9584017515052,0.736179529282978,0.899447626019419,0.958000902419126
0.954570333880679,0.665024630541872,0.897086049823134,0.94664541155187
0.961685823754789,0.51888341543514,0.433916879796142,0.955862896836733
0.966611932129173,0.944170771756978,0.877953689204956,0.953913567092914
0.96551724137931,0.692939244663383,0.722480354924262,0.954267260901348
0.967159277504105,0.73344280240832,0.846399251455378,0.959699236394091
0.947454844006568,0.905309250136836,0.875188892276606,0.947025319641331
0.976464148877942,0.929392446633826,0.932764970289006,0.963962201497564
0.963875205254516,0.520525451559934,0.866867084092814,0.952800811010198
0.960591133004926,0.630541871921182,-0.627198758102088,0.937190086121715
0.964422550629447,0.645320197044335,0.896841170637653,0.947263858454357
0.929939792008757,0.412698412698413,-0.852117014007645,0.92142856554055
0.952928297755884,0.590038314176245,0.930595850192542,0.964117323963279
0.968253968253968,0.884510125889436,0.902566828089612,0.953869751871616
0.9584017515052,0.568144499178982,-0.00336566444708031,0.931502084424909
0.972632731253421,0.63656267104543,0.428011198962303,0.956571884586761
0.974274767378216,0.73015873015873,0.920746413278482,0.962537071769287
0.952380952380952,0.499726327312534,0.861695919624631,0.95660568760266
0.964969896004379,0.624521072796935,0.861895634182548,0.959549422785019
0.963875205254516,0.752052545155993,0.879387987508073,0.951965251870986
0.968253968253968,0.91023535851122,0.861883144542639,0.953200710408993
0.951833607006021,0.894362342638205,0.937365229434952,0.954390993249094
0.9792008757526,0.457033388067871,0.430041719902839,0.965326290283075
0.971538040503558,0.507389162561576,0.873518197381228,0.961546108227029
0.956759715380405,0.649698960043788,0.454081207179133,0.956456154533136
0.969896004378763,0.490968801313629,0.864035116590887,0.957809190931945
0.941981390257252,0.40120415982485,0.464160634751597,0.94349873603852
0.976464148877942,0.632183908045977,0.869973119663853,0.957273949509093
0.954570333880679,0.87903667214012,0.863632555598655,0.950158338724471
0.953475643130815,0.505747126436782,0.870687410342922,0.944439880617399
0.971538040503558,0.559934318555008,0.550698611847172,0.964515603529232
0.950191570881226,0.649151614668856,0.49295759187767,0.960813766528374
0.966611932129173,0.632183908045977,0.896984094197401,0.955291114068449
0.971538040503558,0.623426382047072,0.880030717653882,0.958369835786378
0.931034482758621,0.616858237547893,0.859639622903757,0.940155593831969
0.961685823754789,0.668856048166393,0.634340970370009,0.954955236292433
0.961685823754789,0.784893267651888,0.87703329707334,0.953501692008097
0.958949096880131,0.820470717022441,0.886506240482544,0.947773484699885
0.967159277504105,0.596059113300493,0.850915896342625,0.961073947827262
0.943623426382047,0.645320197044335,0.860426302274275,0.958105639216594
0.955665024630542,0.623973727422003,-0.557067957954021,0.953408623825634
0.964969896004379,0.713191023535851,0.72220876405996,0.958629409600553
0.952380952380952,0.616310892172961,0.922565484597026,0.962586079915364
0.951286261631089,0.72304324028462,0.915944658534838,0.946040948440164
0.934865900383142,0.601532567049808,0.88811210006151,0.952214061890421
0.961685823754789,0.742200328407225,0.7980081604934,0.960662788583437
0.952928297755884,0.607006020799124,-0.830375116198424,0.959919643100178
0.963875205254516,0.548440065681445,0.875028882824679,0.958724797602208
0.951286261631089,0.794198139025725,0.824503397296375,0.943094692288539
0.9480021893815,0.68527640941434,0.899795397433808,0.953630698017536
0.95511767925561,0.69567597153804,0.925391785978594,0.960535664368722
0.978106185002737,0.742747673782156,0.936902701889769,0.965904087876073
0.953475643130815,0.669950738916256,0.4025148132438,0.955957918856348
0.960043787629994,0.718664477285167,0.875050510211585,0.950912577135441
0.963875205254516,0.619594964422551,0.834221768788015,0.95244456033158
0.966611932129173,0.597153804050356,0.867212824562603,0.960639127622876
0.951286261631089,0.707717569786535,0.865270795480527,0.953815617755294
0.960591133004926,0.634373289545703,0.831245758598207,0.958025281811967
0.949096880131363,0.503557744937055,-0.907893941947474,0.944631108563195
0.973180076628352,0.586206896551724,0.790794854997739,0.962589525918888
0.956759715380405,0.870826491516147,0.913719698097576,0.955634156714791
0.964422550629447,0.552271483305966,0.824138302002575,0.959830346036461
0.952928297755884,0.543513957307061,0.748895865924712,0.953415390750889
0.936507936507937,0.885604816639299,0.892899996194119,0.944984449034854
0.945812807881773,0.778872468527641,0.920715492626782,0.946620734095198
0.958949096880131,0.648056923918993,-0.0962775046989868,0.962025722030081
0.945812807881773,0.569239189928845,0.418825360509688,0.955719657747811
0.964422550629447,0.856048166392994,0.918397268905163,0.95841412813014
0.9584017515052,0.668856048166393,0.924117006663441,0.965380313768147
0.954022988505747,0.659551176792556,0.895496316725357,0.948877958670617
0.948549534756431,0.878489326765189,0.929203528288954,0.945410313757693
0.958949096880131,0.762452107279693,0.912877654535804,0.950111171033389
0.960591133004926,0.91351943076081,0.932391797257591,0.957967214007087
0.964422550629447,0.70607553366174,0.835485527525754,0.956265939792419
0.971538040503558,0.848932676518883,0.79068697033162,0.946534096288401
0.946907498631636,0.786535303776683,0.92159865715218,0.94981263683729
0.95511767925561,0.824849480021894,0.873655434154949,0.938523028877414
0.964969896004379,0.702791461412151,0.867094564971193,0.958178074427522
0.943623426382047,0.558292282430213,0.869084575332887,0.954207669469889
0.946907498631636,0.649151614668856,0.865481291201879,0.943454108415934
